phase,treatment,outcome,variable,coef,se,pval
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure,income_bracket_2.0,201.95931718206396,66.28324545044681,0.0023131968619610026
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure,income_bracket_3.0,139.3186561989587,62.60777562572477,0.02606796318277553
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure,income_bracket_4.0,178.13678308997135,61.8904223421337,0.004000365778479534
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure,income_bracket_5.0,167.16268412948276,61.54276926267579,0.006605706547898479
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure,income_bracket_6.0,97.80305308969214,62.19535113698159,0.11583748469851499
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure,income_bracket_7.0,127.19969626789708,65.06302358379628,0.05058570665300848
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure,income_bracket_8.0,72.71615447318503,71.66750883554607,0.31028593951972544
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure,income_bracket_9.0,82.02145511793556,81.24820562757202,0.31273137274777557
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure,income_bracket_10.0,52.237307307065564,100.21991316366324,0.6022109800108228
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure,income_bracket_11.0,192.05244807823473,78.10816946503512,0.013943407563342737
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,(Intercept),9.989028662006962,2.994662893188305,0.0008517354258743849
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,age_range_18.25,-78.03530949996019,55.38789964391707,0.15887463410501712
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,age_range_26.35,-80.69547720349216,52.366009644180025,0.12332556578164365
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,age_range_36.45,-62.1688670683992,50.68513158944102,0.21998991911515542
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,age_range_46.55,-60.83645997913235,52.07404831487913,0.24270406136256104
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,age_range_56.70,-46.8517286412309,52.89512607346142,0.37575778486694034
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,age_range_70.,-49.923729953660526,52.56093628228883,0.3422053432644856
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,family_size_1,-41.73391866329154,22.596364855103246,0.06476302735177973
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,family_size_2,-68.80683580686895,22.12105292643554,0.0018689465904717336
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,family_size_3,14.036427121734016,25.410610459622948,0.5806873938805224
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,family_size_4,-49.52556897013473,30.577252978056745,0.10530583322141672
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,income_bracket_1.0,136.1388972611956,49.419150571380584,0.005875256070097412
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,income_bracket_2.0,133.0699578479429,48.7356233750178,0.006327070031900821
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,income_bracket_3.0,134.77784709224844,49.17311333334122,0.006129545291522267
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,income_bracket_4.0,145.45265335073276,48.197715177554365,0.0025471580663851143
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,income_bracket_5.0,134.78769910830945,48.2718462022446,0.0052360397606544505
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,income_bracket_6.0,85.26641364145169,49.246754498063645,0.08338443198195677
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,income_bracket_7.0,124.91476748353608,51.31361057287908,0.014922413669103666
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,income_bracket_8.0,87.62142087323242,56.14046003560417,0.11858817059843758
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,income_bracket_9.0,66.66192795324292,54.65881970169304,0.22262201266606862
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,income_bracket_10.0,51.08971838673551,86.72092444403054,0.5557780910213929
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t1,income_bracket_11.0,132.17519006390899,59.78749694698653,0.027057631314379094
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,(Intercept),69.42043253843259,3.377365054348428,1.7376786615626804e-93
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,age_range_18.25,-172.55165933595597,64.00579934908086,0.00702278820940149
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,age_range_26.35,-171.03319043769812,59.420252892544234,0.003999147797569577
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,age_range_36.45,-184.96789319009827,57.23875542776948,0.0012321715638790134
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,age_range_46.55,-179.34315013359907,58.72271609919651,0.002258822015019765
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,age_range_56.70,-141.22432631156323,60.263800925823695,0.019111043159843428
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,age_range_70.,-143.68505041666137,59.60687022084015,0.015932357098953465
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,family_size_1,63.816375037576094,26.285145564903143,0.015192223617932385
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,family_size_2,-3.4784410810371766,25.31701325394199,0.8907188336771059
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,family_size_3,15.623114073576614,28.906231243571423,0.5888715058794561
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,family_size_4,-3.0179627554482797,34.846942700761424,0.930984857810531
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,income_bracket_1.0,129.03558969929904,56.19612591189066,0.02167063475937825
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,income_bracket_2.0,142.20773486071047,54.866033902120556,0.00954734822678936
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,income_bracket_3.0,156.27116071406286,55.30663613683256,0.004721994154826689
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,income_bracket_4.0,188.40636373554224,54.39605674221569,0.000533446775253199
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,income_bracket_5.0,151.95302756882205,54.416827488928675,0.005234044822777745
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,income_bracket_6.0,139.56252800850112,55.58553830087094,0.012049991406259015
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,income_bracket_7.0,127.96254585853738,58.144080907261696,0.02775598502000157
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,income_bracket_8.0,109.32360625534628,63.712060893658354,0.08618643268731924
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,income_bracket_9.0,83.72327978779595,63.05698676583337,0.18427021706223573
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,income_bracket_10.0,66.53789937158487,95.67416529403378,0.4867681121597215
Phase 1 - Full,treatment_other non-food products,avg_daily_expenditure_t2,income_bracket_11.0,180.184708984194,71.97552814391166,0.012303302742752058
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,(Intercept),50.74771619368174,2.8773274912721307,2.0356491283934246e-69
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,age_range_18.25,-56.4714421755756,51.479607808302724,0.27266078891558904
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,age_range_26.35,-59.313063117212806,52.370745183208165,0.25740386581643065
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,age_range_36.45,-45.32532375844618,50.517282103394066,0.3696034821728287
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,age_range_46.55,-104.02242420957431,53.00686866284197,0.04971741286277249
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,age_range_56.70,-59.419258798530905,52.7481504620536,0.2599714175175047
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,age_range_70.,-40.128571825783624,52.70008502820541,0.44639073329272616
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,family_size_1,12.092608697229636,23.054221884995503,0.5999128622984571
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,family_size_2,43.71938910734565,22.841130532352633,0.05561742776642451
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,family_size_3,20.534228462281764,24.56885925786078,0.40328096922891365
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,family_size_4,-1.7735849883510617,28.342400549767817,0.9501035119805595
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,income_bracket_1.0,11.258497672986767,49.99882400936789,0.821843825532684
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,income_bracket_2.0,46.04730887292753,49.02435127506942,0.3475943268373538
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,income_bracket_3.0,31.449394916686952,48.93984273289019,0.5204778622631996
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,income_bracket_4.0,28.840293405139,48.282664311792274,0.5502950710850448
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,income_bracket_5.0,26.731861160722556,48.646250312435825,0.5826541883997962
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,income_bracket_6.0,27.824450864580527,50.42315259708336,0.5810747711883586
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,income_bracket_7.0,34.03016904982798,50.98549594230478,0.504488946419035
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,income_bracket_8.0,16.528343392774172,53.720545384308764,0.758332650084583
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,income_bracket_9.0,-32.99213447683648,56.94134857099951,0.5623180505034785
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,income_bracket_10.0,-41.87960879719865,78.77204248753876,0.5949667144373447
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure,income_bracket_11.0,47.52787795484735,85.51948452022776,0.5783807619789243
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,(Intercept),17.394526504162574,2.8379101328593586,8.889212102055549e-10
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,age_range_18.25,-43.322252945867405,51.26693651041112,0.3980964120710383
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,age_range_26.35,-51.37249473561732,52.72627000499364,0.32990011922937357
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,age_range_36.45,-44.753692327683716,50.68050460986986,0.3772105448836963
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,age_range_46.55,-44.401767627895424,53.23422194093893,0.40423806578660204
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,age_range_56.70,-51.49935426850337,53.53302215185355,0.33604869317957065
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,age_range_70.,-52.46806590581052,53.283298777121566,0.32477614609729555
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,family_size_1,12.047161232522972,21.318649461551882,0.572008495519087
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,family_size_2,13.189005454899739,21.15968450341215,0.5330848011109512
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,family_size_3,-24.212801245828903,23.019855869039837,0.29288603880188235
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,family_size_4,-29.18189195139203,26.760279254822787,0.27550131422613916
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,income_bracket_1.0,45.123145082712306,50.320101967489414,0.3698715165963389
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,income_bracket_2.0,58.9832705698454,50.238006615412885,0.24036985028697228
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,income_bracket_3.0,53.76117017567586,49.84007574367386,0.2807384337175941
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,income_bracket_4.0,60.28302637540519,49.32894409867048,0.22168988747827023
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,income_bracket_5.0,48.466429658714404,49.74524971902521,0.32991592552212534
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,income_bracket_6.0,48.24796295545581,50.91783579964752,0.34335543736007446
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,income_bracket_7.0,36.56544944378376,53.14132343224117,0.49140594215085254
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,income_bracket_8.0,35.477694029333755,55.03703734443338,0.5191797022525984
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,income_bracket_9.0,2.1438947221885876,56.58422076641215,0.9697766826526164
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,income_bracket_10.0,-26.350449762269022,79.25883034137968,0.7395427538204398
Phase 1 - Full,treatment_ready-to-eat food,avg_daily_expenditure_t1,income_bracket_11.0,84.7889354440825,66.37620381852852,0.20146707070684475
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,(Intercept),31.32233915058226,3.0956680735727238,4.832441803386323e-24
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,age_range_18.25,-27.92763695217399,59.66535238858535,0.6397355831835081
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,age_range_26.35,-27.686139227536838,60.73790791672895,0.6485143794695156
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,age_range_36.45,-31.33421879813148,59.969852678657524,0.6013248045237541
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,age_range_46.55,-41.32667938401152,61.29243994497286,0.5001527631882667
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,age_range_56.70,-14.780685881233673,61.59704127370632,0.8103639727111805
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,age_range_70.,-31.441685748179776,61.474163006792494,0.6090298988919465
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,family_size_1,-28.941040319990567,22.886809288278908,0.20604577000169477
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,family_size_2,-21.44610598121731,23.276974820922916,0.35687500699086316
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,family_size_3,-55.59945087859505,24.834259079300786,0.02517179025154946
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,family_size_4,-38.89046891774316,29.493475931948975,0.1873044487831978
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,income_bracket_1.0,18.23531991258238,55.40167047937775,0.7420455435869686
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,income_bracket_2.0,49.31882937157135,54.28023559204513,0.36356737856155685
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,income_bracket_3.0,34.14328360243067,54.23367456075275,0.5289860855134446
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,income_bracket_4.0,53.29549487706203,53.98475508655033,0.32353334093533626
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,income_bracket_5.0,10.702872314674492,54.17368630682515,0.8433854977155549
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,income_bracket_6.0,29.39421948313373,54.70722097887243,0.5910623228786686
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,income_bracket_7.0,41.6618162394899,56.250584189342206,0.45891094602814786
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,income_bracket_8.0,4.05412516521925,61.814655856647725,0.9477083418098068
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,income_bracket_9.0,-17.926333958329288,63.20050096878664,0.7766856609153054
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,income_bracket_10.0,-55.353696568251,84.8409791963211,0.5141198764796742
Phase 1 - Full,treatment_meat/seafood,avg_daily_expenditure,income_bracket_11.0,42.83996513636789,82.03528705862948,0.6015236439510052
